"","x"
"1",8.62030276751713
"2",8.14405908291558
"3",11.2429707681265
"4",8.18450825069965
"5",11.8485223535605
"6",8.08253280219621
"7",14.1935847934452
"8",7.68987766672916
"9",7.70511215927429
"10",10.1590067664608
"11",6.60832359929899
"12",8.8153119356725
"13",7.40036662505325
"14",6.76502401567156
"15",9.78671897559041
"16",10.087870788132
"17",11.1692169364841
"18",7.97899344280722
"19",10.3484056621984
"20",7.22245558049389
"21",6.52187301096818
"22",6.82791646392748
"23",7.22257099242915
"24",5.71795695954527
"25",10.358664569289
"26",8.1628114590759
"27",5.83465080259543
"28",10.9219726179896
"29",9.25239178606368
"30",7.04173625805147
"31",7.53737875932278
"32",6.74545044735082
"33",7.01855238724092
"34",7.8230442654328
"35",6.83939204677391
"36",11.3031282612475
"37",10.4700573868239
"38",7.66318117464868
"39",6.4354022244811
"40",8.92055974616243
"41",12.8868495861111
"42",7.49201190804329
"43",8.54338257568622
"44",8.72817303078349
"45",8.53003798616668
"46",7.57199492421838
"47",9.77621037192166
"48",8.55880340357
"49",8.02017092616777
"50",18.9624316097535
"51",12.5477381261911
"52",6.36238409191544
"53",8.089202342084
"54",8.27655505813405
"55",8.17272047649461
"56",9.18790555627882
"57",9.83116733070011
"58",17.706330681851
"59",7.39509359102637
"60",11.446048246919
"61",13.0727655811542
"62",7.85139447655184
"63",10.742697135198
"64",7.00881014511967
"65",12.0195880378965
"66",8.5621280899447
"67",8.115897740658
"68",7.38875019979953
"69",8.01159089042816
"70",6.86790302595372
"71",8.45175227357482
"72",6.43660250739872
"73",7.49408438537406
"74",9.05227709182849
"75",7.59460883907441
"76",7.91496888426527
"77",8.16107524069723
"78",7.20269485751302
"79",6.70677425327679
"80",6.48538216669839
"81",9.83250722763632
"82",6.1009877262076
"83",7.45001435245701
"84",7.60617603138463
"85",10.2645562830517
"86",8.11017867217782
"87",9.08899210743517
"88",10.0059472003372
"89",8.37017783077234
"90",8.12951334538981
"91",9.59119055394492
"92",9.40418681373252
"93",9.27052436054313
"94",10.3852578427577
"95",8.13029965502665
"96",9.6066787512237
"97",9.72003206107177
"98",9.38939386646109
"99",7.55741221960343
"100",9.47440565568843
"101",7.7521280398961
"102",9.7291171906683
"103",15.3016192643285
"104",7.40727869542894
"105",10.1830608835761
"106",9.13025100254599
"107",11.0326440441287
"108",7.88343849427982
"109",7.68391154348377
"110",11.3458833318055
"111",11.9884111867586
"112",7.72955867814013
"113",7.15209369722827
"114",11.8093418650562
"115",12.5307013353346
"116",8.43364678011627
"117",11.3429246604528
"118",8.84223665132004
"119",10.1453926967069
"120",7.61745293357754
"121",8.54348909162868
"122",14.9613039660563
"123",11.1800271587096
"124",8.62188057619978
"125",7.49985851476238
"126",9.62209812408516
"127",8.66339536138545
"128",9.73063142898812
"129",8.6830454730849
"130",12.6304989365917
"131",10.416397091667
"132",11.5216181910956
"133",8.26676899674852
"134",10.7817839538255
"135",15.2464343549368
"136",6.81041095897103
"137",15.2667082709217
"138",7.59075999363774
"139",10.0582240435118
"140",8.525208053855
"141",7.88639564310642
"142",13.1250868474886
"143",10.2895257637491
"144",8.47746485675076
"145",11.0719286742414
"146",8.53496893532873
"147",8.3078942612811
"148",9.12567717854562
"149",9.16610391187441
"150",7.06488391858992
"151",8.25045836932161
"152",8.67786480258873
"153",9.98786356406004
"154",7.55767167997653
"155",8.66565745721839
"156",10.4430524772112
"157",8.52489570619609
"158",10.4297837359618
"159",10.0877740284858
"160",9.19169067324843
"161",9.7673741905937
"162",9.63219532361452
"163",8.73436276328364
"164",12.8753353361331
"165",7.6854952710843
"166",7.87472920528366
"167",9.89642296815376
"168",9.31260465636995
"169",8.65140825987118
"170",7.99290713034595
"171",9.86887918215066
"172",8.66396908134838
"173",8.88650280785007
"174",10.7538107244173
"175",9.77577432462086
"176",8.35239415227074
"177",9.29988678419487
"178",9.34710417856117
"179",9.59281065533932
"180",7.31245547417876
"181",9.56875151467075
"182",10.8884976783695
"183",6.73608281868665
"184",12.8178089000233
"185",6.68058233266965
"186",10.92539772358
"187",9.48042058736781
"188",12.5447008363062
"189",7.54655038299488
"190",6.69163110667835
"191",8.8190215551533
"192",10.4148017388049
"193",12.8215338053521
"194",10.3067134377876
"195",8.06366855271066
"196",8.82190047213233
"197",7.29041596029268
"198",10.5760746931137
"199",11.8008518682376
"200",13.4032748511948
"201",12.5702739255258
"202",8.53675704682021
"203",10.0857784647903
"204",11.164910824372
"205",7.87490107927104
"206",10.1333109469227
"207",8.80673215225801
"208",8.329225458744
"209",12.6883116144028
"210",7.66053809487078
"211",9.5604800812049
"212",9.59294551590672
"213",8.55946465216739
"214",8.05321577648415
"215",11.4402738548848
"216",13.810713793807
